Timestamp,Device_ID,Temperature_C,Humidity_%,Distance_cm,Material_Level_%,Status,Active_Alerts
2026-06-01 08:03:15,REMAC_003,32.6,48.4,4.2,94.2,SAFE,None
2026-06-01 08:03:20,REMAC_003,27.8,40.5,8.46,83.0,SAFE,None
2026-06-01 08:03:25,REMAC_003,30.3,39.7,11.69,74.5,SAFE,None
2026-06-01 08:03:30,REMAC_003,33.3,46.3,18.87,55.6,SAFE,None
2026-06-01 08:03:35,REMAC_003,30.5,41.9,2.0,100.0,SAFE,None
2026-06-01 08:03:40,REMAC_003,27.7,38.3,35.71,11.3,DANGER,Low Material Level
2026-06-01 08:03:45,REMAC_003,26.7,70.5,4.2,94.2,DANGER,High Humidity
2026-06-01 08:03:50,REMAC_003,30.6,38.3,11.5,75.0,SAFE,None
2026-06-01 08:03:55,REMAC_003,26.4,61.5,11.96,73.8,DANGER,High Humidity
2026-06-01 08:04:00,REMAC_003,45.7,40.4,3.06,97.2,DANGER,High Temperature
2026-06-01 08:04:05,REMAC_003,27.4,45.4,3.37,96.4,SAFE,None
2026-06-01 08:04:10,REMAC_003,31.2,38.7,4.51,93.4,SAFE,None
2026-06-01 08:04:15,REMAC_003,33.1,47.9,5.12,91.8,SAFE,None
2026-06-01 08:04:20,REMAC_003,32.1,38.8,15.38,64.8,SAFE,None
2026-06-01 08:04:25,REMAC_003,26.9,41.2,9.45,80.4,SAFE,None
2026-06-01 08:04:30,REMAC_003,33.2,38.1,11.8,74.2,SAFE,None
2026-06-01 08:04:35,REMAC_003,32.5,51.1,35.44,12.0,DANGER,Low Material Level
2026-06-01 08:04:40,REMAC_003,29.1,43.4,4.51,93.4,SAFE,None
2026-06-01 08:04:45,REMAC_003,31.1,39.3,38.82,3.1,DANGER,Low Material Level
2026-06-01 08:04:50,REMAC_003,30.9,43.6,23.28,44.0,SAFE,None
2026-06-01 08:04:55,REMAC_003,46.6,48.0,15.49,64.5,DANGER,High Temperature
2026-06-01 08:05:00,REMAC_003,28.5,48.7,10.55,77.5,SAFE,None
2026-06-01 08:05:05,REMAC_003,29.8,51.4,14.01,68.4,SAFE,None
2026-06-01 08:05:10,REMAC_003,33.6,42.6,13.48,69.8,SAFE,None
2026-06-01 08:05:15,REMAC_003,27.8,42.5,5.12,91.8,SAFE,None
2026-06-01 08:05:20,REMAC_003,29.0,50.2,35.36,12.2,DANGER,Low Material Level
2026-06-01 08:05:25,REMAC_003,43.4,41.5,26.21,36.3,DANGER,High Temperature
2026-06-01 08:05:30,REMAC_003,32.6,42.9,25.45,38.3,SAFE,None
2026-06-01 08:05:35,REMAC_003,31.1,52.5,3.86,95.1,SAFE,None
2026-06-01 08:05:40,REMAC_003,26.1,46.2,7.13,86.5,SAFE,None
2026-06-01 08:05:45,REMAC_003,26.8,44.5,39.09,2.4,DANGER,Low Material Level
2026-06-01 08:05:50,REMAC_003,27.7,46.6,17.35,59.6,SAFE,None
2026-06-01 08:05:55,REMAC_003,30.0,68.5,38.4,4.2,DANGER,High Humidity; Low Material Level
2026-06-01 08:06:00,REMAC_003,31.6,42.5,12.49,72.4,SAFE,None
2026-06-01 08:06:05,REMAC_003,26.5,42.7,9.83,79.4,SAFE,None
2026-06-01 08:06:10,REMAC_003,29.1,41.2,12.34,72.8,SAFE,None
2026-06-01 08:06:15,REMAC_003,33.9,40.8,23.51,43.4,SAFE,None
2026-06-01 08:06:20,REMAC_003,32.2,50.7,24.42,41.0,SAFE,None
2026-06-01 08:06:25,REMAC_003,31.1,45.1,16.25,62.5,SAFE,None
2026-06-01 08:06:30,REMAC_003,27.3,47.9,9.75,79.6,SAFE,None
2026-06-01 08:06:35,REMAC_003,30.5,41.0,6.83,87.3,SAFE,None
2026-06-01 08:06:40,REMAC_003,30.9,38.8,9.37,80.6,SAFE,None
2026-06-01 08:06:45,REMAC_003,29.6,46.3,9.18,81.1,SAFE,None
2026-06-01 08:06:50,REMAC_003,28.8,38.2,10.97,76.4,SAFE,None
2026-06-01 08:06:55,REMAC_003,27.1,50.7,12.79,71.6,SAFE,None
2026-06-01 08:07:00,REMAC_003,33.2,49.6,14.96,65.9,SAFE,None
2026-06-01 08:07:05,REMAC_003,27.5,40.7,23.7,42.9,SAFE,None
2026-06-01 08:07:10,REMAC_003,31.7,43.9,22.22,46.8,SAFE,None
2026-06-01 08:07:15,REMAC_003,32.9,50.0,8.69,82.4,SAFE,None
2026-06-01 08:07:20,REMAC_003,45.6,44.6,14.31,67.6,DANGER,High Temperature
2026-06-01 08:07:25,REMAC_003,31.9,51.2,6.48,88.2,SAFE,None
2026-06-01 08:07:30,REMAC_003,29.6,38.0,11.46,75.1,SAFE,None
2026-06-01 08:07:35,REMAC_003,27.3,39.0,3.9,95.0,SAFE,None
2026-06-01 08:07:40,REMAC_003,27.5,49.1,18.15,57.5,SAFE,None
2026-06-01 08:07:45,REMAC_003,29.2,43.5,14.96,65.9,SAFE,None
2026-06-01 08:07:50,REMAC_003,26.6,45.1,11.2,75.8,SAFE,None
2026-06-01 08:07:55,REMAC_003,34.0,50.2,7.78,84.8,SAFE,None
2026-06-01 08:08:00,REMAC_003,30.3,38.4,25.9,37.1,SAFE,None
2026-06-01 08:08:05,REMAC_003,34.0,38.6,16.71,61.3,SAFE,None
2026-06-01 08:08:10,REMAC_003,33.0,42.2,21.95,47.5,SAFE,None
2026-06-01 08:08:15,REMAC_003,34.6,47.3,21.34,49.1,SAFE,None
2026-06-01 08:08:20,REMAC_003,45.6,48.7,3.1,97.1,DANGER,High Temperature
2026-06-01 08:08:25,REMAC_003,34.3,40.4,11.61,74.7,SAFE,None
2026-06-01 08:08:30,REMAC_003,32.4,43.2,12.64,72.0,SAFE,None
2026-06-01 08:08:35,REMAC_003,29.1,42.7,9.3,80.8,SAFE,None
2026-06-01 08:08:40,REMAC_003,34.3,38.4,17.62,58.9,SAFE,None
2026-06-01 08:08:45,REMAC_003,32.6,41.0,8.12,83.9,SAFE,None
2026-06-01 08:08:50,REMAC_003,27.9,46.1,5.04,92.0,SAFE,None
2026-06-01 08:08:55,REMAC_003,33.3,38.9,5.91,89.7,SAFE,None
2026-06-01 08:09:00,REMAC_003,26.1,42.6,6.71,87.6,SAFE,None
2026-06-01 08:09:05,REMAC_003,30.9,52.0,2.0,100.0,SAFE,None
2026-06-01 08:09:10,REMAC_003,30.1,50.7,23.55,43.3,SAFE,None
2026-06-01 08:09:15,REMAC_003,27.9,44.4,19.97,52.7,SAFE,None
2026-06-01 08:09:20,REMAC_003,44.0,48.0,2.0,100.0,DANGER,High Temperature
2026-06-01 08:09:25,REMAC_003,27.0,67.6,2.0,100.0,DANGER,High Humidity
2026-06-01 08:09:30,REMAC_003,33.9,47.9,22.56,45.9,SAFE,None
2026-06-01 08:09:35,REMAC_003,34.2,47.4,22.75,45.4,SAFE,None
2026-06-01 08:09:40,REMAC_003,32.8,43.2,14.31,67.6,SAFE,None
2026-06-01 08:09:45,REMAC_003,41.3,47.1,8.42,83.1,DANGER,High Temperature
2026-06-01 08:09:50,REMAC_003,31.6,48.9,19.59,53.7,SAFE,None
2026-06-01 08:09:55,REMAC_003,30.4,46.2,16.52,61.8,SAFE,None
2026-06-01 08:10:00,REMAC_003,26.3,52.8,24.5,40.8,SAFE,None
2026-06-01 08:10:05,REMAC_003,29.0,39.8,19.71,53.4,SAFE,None
2026-06-01 08:10:10,REMAC_003,30.0,45.0,7.4,85.8,SAFE,None
2026-06-01 08:10:15,REMAC_003,31.5,71.3,9.98,79.0,DANGER,High Humidity
2026-06-01 08:10:20,REMAC_003,30.6,38.1,14.77,66.4,SAFE,None
2026-06-01 08:10:25,REMAC_003,34.0,45.3,21.84,47.8,SAFE,None
2026-06-01 08:10:30,REMAC_003,34.0,48.6,14.81,66.3,SAFE,None
2026-06-01 08:10:35,REMAC_003,26.3,42.8,23.09,44.5,SAFE,None
2026-06-01 08:10:40,REMAC_003,34.0,39.5,14.88,66.1,SAFE,None
2026-06-01 08:10:45,REMAC_003,34.7,39.9,5.91,89.7,SAFE,None
2026-06-01 08:10:50,REMAC_003,28.0,52.1,9.03,81.5,SAFE,None
2026-06-01 08:10:55,REMAC_003,32.4,48.7,5.12,91.8,SAFE,None
2026-06-01 08:11:00,REMAC_003,34.7,52.8,10.55,77.5,SAFE,None
2026-06-01 08:11:05,REMAC_003,31.8,46.2,35.17,12.7,DANGER,Low Material Level
2026-06-01 08:11:10,REMAC_003,34.1,52.3,16.44,62.0,SAFE,None
2026-06-01 08:11:15,REMAC_003,30.3,45.0,19.78,53.2,SAFE,None
2026-06-01 08:11:20,REMAC_003,27.8,52.5,24.53,40.7,SAFE,None
2026-06-01 08:11:25,REMAC_003,31.7,49.0,4.81,92.6,SAFE,None
2026-06-01 08:11:30,REMAC_003,28.8,47.5,16.21,62.6,SAFE,None
2026-06-01 08:11:35,REMAC_003,26.7,48.1,18.76,55.9,SAFE,None
2026-06-01 08:11:40,REMAC_003,33.6,38.3,21.61,48.4,SAFE,None
2026-06-01 08:11:45,REMAC_003,34.4,45.3,18.45,56.7,SAFE,None
2026-06-01 08:11:50,REMAC_003,27.1,45.9,11.88,74.0,SAFE,None
2026-06-01 08:11:55,REMAC_003,46.3,40.7,14.77,66.4,DANGER,High Temperature
2026-06-01 08:12:00,REMAC_003,32.7,51.6,20.73,50.7,SAFE,None
2026-06-01 08:12:05,REMAC_003,31.4,40.0,3.1,97.1,SAFE,None
2026-06-01 08:12:10,REMAC_003,26.6,45.8,19.86,53.0,SAFE,None
2026-06-01 08:12:15,REMAC_003,30.2,52.6,18.95,55.4,SAFE,None
2026-06-01 08:12:20,REMAC_003,42.0,49.9,36.85,8.3,DANGER,High Temperature; Low Material Level
2026-06-01 08:12:25,REMAC_003,28.2,43.7,24.72,40.2,SAFE,None
2026-06-01 08:12:30,REMAC_003,29.0,43.9,20.92,50.2,SAFE,None
2026-06-01 08:12:35,REMAC_003,33.9,64.4,18.76,55.9,DANGER,High Humidity
2026-06-01 08:12:40,REMAC_003,30.1,43.3,21.11,49.7,SAFE,None
2026-06-01 08:12:45,REMAC_003,43.0,39.6,15.26,65.1,DANGER,High Temperature
2026-06-01 08:12:50,REMAC_003,28.7,47.8,15.79,63.7,SAFE,None
2026-06-01 08:12:55,REMAC_003,46.9,49.4,22.41,46.3,DANGER,High Temperature
2026-06-01 08:13:00,REMAC_003,29.3,49.5,13.78,69.0,SAFE,None
2026-06-01 08:13:05,REMAC_003,26.1,45.2,10.51,77.6,SAFE,None
2026-06-01 08:13:10,REMAC_003,29.9,52.6,13.51,69.7,SAFE,None
2026-06-01 08:13:15,REMAC_003,34.1,39.3,2.0,100.0,SAFE,None
2026-06-01 08:13:20,REMAC_003,33.2,40.4,11.04,76.2,SAFE,None
2026-06-01 08:13:25,REMAC_003,29.5,40.6,20.62,51.0,SAFE,None
2026-06-01 08:13:30,REMAC_003,33.2,52.6,26.93,34.4,SAFE,None
2026-06-01 08:13:35,REMAC_003,28.7,38.2,12.49,72.4,SAFE,None
2026-06-01 08:13:40,REMAC_003,30.9,52.6,36.88,8.2,DANGER,Low Material Level
2026-06-01 08:13:45,REMAC_003,31.0,40.3,20.13,52.3,SAFE,None
2026-06-01 08:13:50,REMAC_003,27.1,40.8,3.52,96.0,SAFE,None
2026-06-01 08:13:55,REMAC_003,44.3,50.3,17.85,58.3,DANGER,High Temperature
2026-06-01 08:14:00,REMAC_003,26.0,42.4,5.88,89.8,SAFE,None
2026-06-01 08:14:05,REMAC_003,33.8,49.3,26.24,36.2,SAFE,None
2026-06-01 08:14:10,REMAC_003,34.7,50.8,13.59,69.5,SAFE,None
2026-06-01 08:14:15,REMAC_003,45.4,46.8,21.87,47.7,DANGER,High Temperature
2026-06-01 08:14:20,REMAC_003,28.9,62.3,9.3,80.8,DANGER,High Humidity
2026-06-01 08:14:25,REMAC_003,26.1,47.9,27.35,33.3,SAFE,None
2026-06-01 08:14:30,REMAC_003,32.1,51.8,9.83,79.4,SAFE,None
2026-06-01 08:14:35,REMAC_003,33.2,39.8,23.62,43.1,SAFE,None
2026-06-01 08:14:40,REMAC_003,31.0,46.6,20.39,51.6,SAFE,None
2026-06-01 08:14:45,REMAC_003,43.3,46.4,17.39,59.5,DANGER,High Temperature
2026-06-01 08:14:50,REMAC_003,31.9,51.6,3.25,96.7,SAFE,None
2026-06-01 08:14:55,REMAC_003,33.3,38.9,26.24,36.2,SAFE,None
2026-06-01 08:15:00,REMAC_003,26.7,50.3,8.99,81.6,SAFE,None
2026-06-01 08:15:05,REMAC_003,34.8,43.9,15.49,64.5,SAFE,None
2026-06-01 08:15:10,REMAC_003,31.9,38.1,17.62,58.9,SAFE,None
2026-06-01 08:15:15,REMAC_003,31.4,43.8,11.5,75.0,SAFE,None
2026-06-01 08:15:20,REMAC_003,30.5,48.9,27.61,32.6,SAFE,None
2026-06-01 08:15:25,REMAC_003,43.4,48.7,8.04,84.1,DANGER,High Temperature
2026-06-01 08:15:30,REMAC_003,34.4,50.8,13.59,69.5,SAFE,None
2026-06-01 08:15:35,REMAC_003,30.1,62.5,26.81,34.7,DANGER,High Humidity
2026-06-01 08:15:40,REMAC_003,30.1,51.2,5.84,89.9,SAFE,None
2026-06-01 08:15:45,REMAC_003,26.0,51.3,8.04,84.1,SAFE,None
2026-06-01 08:15:50,REMAC_003,30.5,44.1,8.88,81.9,SAFE,None
2026-06-01 08:15:55,REMAC_003,30.7,49.6,23.17,44.3,SAFE,None
2026-06-01 08:16:00,REMAC_003,29.9,44.1,4.09,94.5,SAFE,None
2026-06-01 08:16:05,REMAC_003,33.3,50.7,25.98,36.9,SAFE,None
2026-06-01 08:16:10,REMAC_003,34.8,46.9,13.25,70.4,SAFE,None
2026-06-01 08:16:15,REMAC_003,29.2,41.8,22.41,46.3,SAFE,None
2026-06-01 08:16:20,REMAC_003,30.1,52.2,9.18,81.1,SAFE,None
2026-06-01 08:16:25,REMAC_003,44.1,43.2,19.75,53.3,DANGER,High Temperature
2026-06-01 08:16:30,REMAC_003,27.2,50.7,15.79,63.7,SAFE,None
2026-06-01 08:16:35,REMAC_003,32.2,42.9,20.85,50.4,SAFE,None
2026-06-01 08:16:40,REMAC_003,33.0,49.2,25.75,37.5,SAFE,None
2026-06-01 08:16:45,REMAC_003,29.7,39.7,36.12,10.2,DANGER,Low Material Level
2026-06-01 08:16:50,REMAC_003,33.2,40.6,4.2,94.2,SAFE,None
2026-06-01 08:16:55,REMAC_003,34.9,46.2,21.57,48.5,SAFE,None
2026-06-01 08:17:00,REMAC_003,27.6,47.1,4.89,92.4,SAFE,None
2026-06-01 08:17:05,REMAC_003,31.4,46.5,2.0,100.0,SAFE,None
2026-06-01 08:17:10,REMAC_003,33.3,50.6,5.8,90.0,SAFE,None
2026-06-01 08:17:15,REMAC_003,27.6,45.2,13.7,69.2,SAFE,None
2026-06-01 08:17:20,REMAC_003,30.0,47.8,24.19,41.6,SAFE,None
2026-06-01 08:17:25,REMAC_003,30.3,45.1,7.47,85.6,SAFE,None
2026-06-01 08:17:30,REMAC_003,28.4,48.3,6.67,87.7,SAFE,None
2026-06-01 08:17:35,REMAC_003,26.6,44.2,4.2,94.2,SAFE,None
2026-06-01 08:17:40,REMAC_003,33.4,42.5,10.78,76.9,SAFE,None
2026-06-01 08:17:45,REMAC_003,28.7,68.0,9.9,79.2,DANGER,High Humidity
2026-06-01 08:17:50,REMAC_003,32.9,43.4,24.23,41.5,SAFE,None
2026-06-01 08:17:55,REMAC_003,26.3,65.9,22.44,46.2,DANGER,High Humidity
2026-06-01 08:18:00,REMAC_003,30.8,48.8,9.83,79.4,SAFE,None
2026-06-01 08:18:05,REMAC_003,31.3,51.8,12.22,73.1,SAFE,None
2026-06-01 08:18:10,REMAC_003,28.9,39.8,14.01,68.4,SAFE,None
2026-06-01 08:18:15,REMAC_003,27.8,49.9,23.66,43.0,SAFE,None
2026-06-01 08:18:20,REMAC_003,31.7,47.5,23.05,44.6,SAFE,None
2026-06-01 08:18:25,REMAC_003,28.3,39.0,22.03,47.3,SAFE,None
2026-06-01 08:18:30,REMAC_003,33.2,47.2,21.95,47.5,SAFE,None
2026-06-01 08:18:35,REMAC_003,32.3,41.4,14.05,68.3,SAFE,None
2026-06-01 08:18:40,REMAC_003,44.5,38.5,15.57,64.3,DANGER,High Temperature
2026-06-01 08:18:45,REMAC_003,27.4,39.8,39.13,2.3,DANGER,Low Material Level
2026-06-01 08:18:50,REMAC_003,30.1,68.6,15.3,65.0,DANGER,High Humidity
2026-06-01 08:18:55,REMAC_003,29.1,47.8,3.67,95.6,SAFE,None
2026-06-01 08:19:00,REMAC_003,28.9,47.3,22.18,46.9,SAFE,None
2026-06-01 08:19:05,REMAC_003,28.0,52.5,2.08,99.8,SAFE,None
2026-06-01 08:19:10,REMAC_003,30.5,52.7,21.27,49.3,SAFE,None
2026-06-01 08:19:15,REMAC_003,41.0,50.4,22.03,47.3,DANGER,High Temperature
2026-06-01 08:19:20,REMAC_003,30.9,46.6,28.3,30.8,SAFE,None
2026-06-01 08:19:25,REMAC_003,30.2,46.2,13.1,70.8,SAFE,None
2026-06-01 08:19:30,REMAC_003,28.3,51.3,27.99,31.6,SAFE,None
2026-06-01 08:19:35,REMAC_003,30.3,50.9,25.33,38.6,SAFE,None
2026-06-01 08:19:40,REMAC_003,32.0,46.4,2.91,97.6,SAFE,None
2026-06-01 08:19:45,REMAC_003,34.6,38.4,9.33,80.7,SAFE,None
2026-06-01 08:19:50,REMAC_003,32.6,50.9,22.33,46.5,SAFE,None
2026-06-01 08:19:55,REMAC_003,28.0,50.4,2.3,99.2,SAFE,None
2026-06-01 08:20:00,REMAC_003,30.0,48.5,35.55,11.7,DANGER,Low Material Level
2026-06-01 08:20:05,REMAC_003,28.6,40.7,5.91,89.7,SAFE,None
2026-06-01 08:20:10,REMAC_003,27.7,40.7,15.26,65.1,SAFE,None
2026-06-01 08:20:15,REMAC_003,30.9,46.5,12.53,72.3,SAFE,None
2026-06-01 08:20:20,REMAC_003,34.7,49.3,19.33,54.4,SAFE,None
2026-06-01 08:20:25,REMAC_003,29.0,50.4,7.66,85.1,SAFE,None
2026-06-01 08:20:30,REMAC_003,27.6,41.1,3.75,95.4,SAFE,None
2026-06-01 08:20:35,REMAC_003,26.8,48.9,22.1,47.1,SAFE,None
2026-06-01 08:20:40,REMAC_003,33.2,51.6,6.22,88.9,SAFE,None
2026-06-01 08:20:45,REMAC_003,27.9,45.5,2.42,98.9,SAFE,None
2026-06-01 08:20:50,REMAC_003,33.0,38.7,28.26,30.9,SAFE,None
2026-06-01 08:20:55,REMAC_003,30.3,44.0,15.19,65.3,SAFE,None
2026-06-01 08:21:00,REMAC_003,26.4,45.5,19.94,52.8,SAFE,None
2026-06-01 08:21:05,REMAC_003,32.2,44.6,21.38,49.0,SAFE,None
2026-06-01 08:21:10,REMAC_003,30.0,49.0,27.23,33.6,SAFE,None
2026-06-01 08:21:15,REMAC_003,33.2,73.1,25.26,38.8,DANGER,High Humidity
2026-06-01 08:21:20,REMAC_003,26.7,48.9,11.88,74.0,SAFE,None
2026-06-01 08:21:25,REMAC_003,31.1,45.1,16.82,61.0,SAFE,None
2026-06-01 08:21:30,REMAC_003,30.3,50.3,18.53,56.5,SAFE,None
2026-06-01 08:21:35,REMAC_003,45.2,46.6,39.09,2.4,DANGER,High Temperature; Low Material Level
2026-06-01 08:21:40,REMAC_003,31.1,45.3,16.1,62.9,SAFE,None
2026-06-01 08:21:45,REMAC_003,32.0,39.3,18.72,56.0,SAFE,None
2026-06-01 08:21:50,REMAC_003,27.8,44.1,3.75,95.4,SAFE,None
2026-06-01 08:21:55,REMAC_003,31.4,41.2,9.52,80.2,SAFE,None
2026-06-01 08:22:00,REMAC_003,32.2,38.7,14.88,66.1,SAFE,None
2026-06-01 08:22:05,REMAC_003,29.4,52.9,6.71,87.6,SAFE,None
2026-06-01 08:22:10,REMAC_003,43.3,67.3,26.89,34.5,DANGER,High Temperature; High Humidity
2026-06-01 08:22:15,REMAC_003,30.9,45.5,22.14,47.0,SAFE,None
2026-06-01 08:22:20,REMAC_003,29.9,45.9,35.71,11.3,DANGER,Low Material Level
2026-06-01 08:22:25,REMAC_003,28.9,46.8,23.32,43.9,SAFE,None
2026-06-01 08:22:30,REMAC_003,31.9,42.0,37.83,5.7,DANGER,Low Material Level
2026-06-01 08:22:35,REMAC_003,26.9,47.8,27.99,31.6,SAFE,None
2026-06-01 08:22:40,REMAC_003,27.3,48.9,26.66,35.1,SAFE,None
2026-06-01 08:22:45,REMAC_003,30.3,40.8,17.54,59.1,SAFE,None
2026-06-01 08:22:50,REMAC_003,45.0,49.4,23.01,44.7,DANGER,High Temperature
2026-06-01 08:22:55,REMAC_003,27.1,50.0,9.87,79.3,SAFE,None
2026-06-01 08:23:00,REMAC_003,26.1,72.2,9.18,81.1,DANGER,High Humidity
2026-06-01 08:23:05,REMAC_003,30.7,41.5,12.6,72.1,SAFE,None
2026-06-01 08:23:10,REMAC_003,41.4,47.3,26.51,35.5,DANGER,High Temperature
2026-06-01 08:23:15,REMAC_003,42.9,44.9,21.08,49.8,DANGER,High Temperature
2026-06-01 08:23:20,REMAC_003,30.1,50.3,22.18,46.9,SAFE,None
2026-06-01 08:23:25,REMAC_003,31.6,62.1,17.88,58.2,DANGER,High Humidity
2026-06-01 08:23:30,REMAC_003,45.9,41.4,11.99,73.7,DANGER,High Temperature
2026-06-01 08:23:35,REMAC_003,32.9,40.8,34.79,13.7,DANGER,Low Material Level
2026-06-01 08:23:40,REMAC_003,31.9,45.4,5.61,90.5,SAFE,None
2026-06-01 08:23:45,REMAC_003,32.4,52.7,19.56,53.8,SAFE,None
2026-06-01 08:23:50,REMAC_003,31.0,42.8,17.54,59.1,SAFE,None
2026-06-01 08:23:55,REMAC_003,26.3,62.5,12.91,71.3,DANGER,High Humidity
2026-06-01 08:24:00,REMAC_003,30.0,44.3,6.64,87.8,SAFE,None
2026-06-01 08:24:05,REMAC_003,30.4,51.6,21.61,48.4,SAFE,None
2026-06-01 08:24:10,REMAC_003,31.8,51.3,5.31,91.3,SAFE,None
2026-06-01 08:24:15,REMAC_003,31.7,40.3,7.89,84.5,SAFE,None
2026-06-01 08:24:20,REMAC_003,31.3,50.6,18.76,55.9,SAFE,None
2026-06-01 08:24:25,REMAC_003,46.1,43.9,28.22,31.0,DANGER,High Temperature
2026-06-01 08:24:30,REMAC_003,28.5,45.7,17.35,59.6,SAFE,None
2026-06-01 08:24:35,REMAC_003,29.8,39.1,10.13,78.6,SAFE,None
2026-06-01 08:24:40,REMAC_003,34.0,50.8,12.34,72.8,SAFE,None
2026-06-01 08:24:45,REMAC_003,26.5,45.9,18.91,55.5,SAFE,None
2026-06-01 08:24:50,REMAC_003,31.2,45.6,22.67,45.6,SAFE,None
2026-06-01 08:24:55,REMAC_003,26.3,50.0,28.45,30.4,SAFE,None
2026-06-01 08:25:00,REMAC_003,32.4,51.3,13.17,70.6,SAFE,None
2026-06-01 08:25:05,REMAC_003,31.6,39.0,23.62,43.1,SAFE,None
2026-06-01 08:25:10,REMAC_003,33.4,40.5,16.02,63.1,SAFE,None
2026-06-01 08:25:15,REMAC_003,31.7,52.0,16.78,61.1,SAFE,None
2026-06-01 08:25:20,REMAC_003,29.9,62.1,6.6,87.9,DANGER,High Humidity
2026-06-01 08:25:25,REMAC_003,31.3,38.3,2.65,98.3,SAFE,None
2026-06-01 08:25:30,REMAC_003,29.0,48.1,17.35,59.6,SAFE,None
2026-06-01 08:25:35,REMAC_003,28.2,46.9,8.73,82.3,SAFE,None
2026-06-01 08:25:40,REMAC_003,30.4,45.6,10.66,77.2,SAFE,None
2026-06-01 08:25:45,REMAC_003,47.2,51.4,9.56,80.1,DANGER,High Temperature
2026-06-01 08:25:50,REMAC_003,30.0,51.7,12.94,71.2,SAFE,None
2026-06-01 08:25:55,REMAC_003,35.0,47.9,15.76,63.8,SAFE,None
2026-06-01 08:26:00,REMAC_003,32.9,38.8,3.82,95.2,SAFE,None
2026-06-01 08:26:05,REMAC_003,27.0,51.8,25.37,38.5,SAFE,None
2026-06-01 08:26:10,REMAC_003,35.0,44.7,21.08,49.8,SAFE,None
2026-06-01 08:26:15,REMAC_003,28.2,47.6,26.13,36.5,SAFE,None
