Timestamp,Device_ID,Temperature_C,Humidity_%,Distance_cm,Material_Level_%,Status,Active_Alerts,Received_Time,RF_Prediction,IsolationForest_Result,LSTM_Next_Status_Prediction
2026-06-01 08:00:30,REMAC_003,26.7,47.8,6.18,89.0,SAFE,None,2026-06-01 08:00:30,SAFE,Normal,SAFE
2026-06-01 08:00:35,REMAC_001,28.3,42.9,27.69,32.4,SAFE,None,2026-06-01 08:00:35,SAFE,Normal,SAFE
2026-06-01 08:00:35,REMAC_002,35.3,56.0,14.16,68.0,SAFE,None,2026-06-01 08:00:35,SAFE,Normal,SAFE
2026-06-01 08:00:35,REMAC_003,31.5,46.1,19.02,55.2,SAFE,None,2026-06-01 08:00:35,SAFE,Normal,SAFE
2026-06-01 08:00:40,REMAC_001,29.0,46.0,13.93,68.6,SAFE,None,2026-06-01 08:00:40,SAFE,Normal,SAFE
2026-06-01 08:00:40,REMAC_002,28.8,57.0,6.48,88.2,SAFE,None,2026-06-01 08:00:40,SAFE,Normal,SAFE
2026-06-01 08:00:40,REMAC_003,29.8,38.1,20.43,51.5,SAFE,None,2026-06-01 08:00:40,SAFE,Normal,SAFE
2026-06-01 08:00:45,REMAC_001,34.9,44.1,17.31,59.7,SAFE,None,2026-06-01 08:00:45,SAFE,Normal,SAFE
2026-06-01 08:00:45,REMAC_002,32.8,45.9,14.54,67.0,SAFE,None,2026-06-01 08:00:45,SAFE,Normal,SAFE
2026-06-01 08:00:45,REMAC_003,30.7,48.1,7.02,86.8,SAFE,None,2026-06-01 08:00:45,SAFE,Normal,SAFE
2026-06-01 08:00:50,REMAC_001,32.0,51.8,20.2,52.1,SAFE,None,2026-06-01 08:00:50,SAFE,Normal,SAFE
2026-06-01 08:00:50,REMAC_002,34.0,55.3,17.2,60.0,SAFE,None,2026-06-01 08:00:50,SAFE,Normal,SAFE
2026-06-01 08:00:50,REMAC_003,28.5,42.4,23.43,43.6,SAFE,None,2026-06-01 08:00:50,SAFE,Normal,SAFE
2026-06-01 08:00:55,REMAC_001,33.8,43.2,19.82,53.1,SAFE,None,2026-06-01 08:00:55,SAFE,Normal,SAFE
2026-06-01 08:00:55,REMAC_002,31.7,47.5,8.23,83.6,SAFE,None,2026-06-01 08:00:55,SAFE,Normal,SAFE
2026-06-01 08:00:55,REMAC_003,33.1,51.3,15.6,64.2,SAFE,None,2026-06-01 08:00:55,SAFE,Normal,SAFE
2026-06-01 08:01:00,REMAC_001,31.6,53.1,4.32,93.9,SAFE,None,2026-06-01 08:01:00,SAFE,Normal,SAFE
2026-06-01 08:01:00,REMAC_002,43.6,49.5,15.03,65.7,DANGER,High Temperature,2026-06-01 08:01:00,DANGER,Anomaly,DANGER
2026-06-01 08:01:00,REMAC_003,29.1,43.4,24.12,41.8,SAFE,None,2026-06-01 08:01:00,SAFE,Normal,SAFE
2026-06-01 08:01:05,REMAC_001,29.4,51.3,12.56,72.2,SAFE,None,2026-06-01 08:01:05,SAFE,Normal,SAFE
2026-06-01 08:01:05,REMAC_002,35.4,55.9,14.12,68.1,SAFE,None,2026-06-01 08:01:05,SAFE,Normal,SAFE
2026-06-01 08:01:05,REMAC_003,32.5,49.8,9.18,81.1,SAFE,None,2026-06-01 08:01:05,SAFE,Normal,SAFE
2026-06-01 08:01:10,REMAC_001,29.0,43.2,18.0,57.9,SAFE,None,2026-06-01 08:01:10,SAFE,Normal,SAFE
2026-06-01 08:01:10,REMAC_002,34.6,55.4,19.44,54.1,SAFE,None,2026-06-01 08:01:10,SAFE,Normal,SAFE
2026-06-01 08:01:10,REMAC_003,30.4,40.6,4.85,92.5,SAFE,None,2026-06-01 08:01:10,SAFE,Normal,SAFE
2026-06-01 08:01:15,REMAC_001,41.9,51.9,19.63,53.6,DANGER,High Temperature,2026-06-01 08:01:15,DANGER,Anomaly,DANGER
2026-06-01 08:01:15,REMAC_002,33.7,56.2,11.31,75.5,SAFE,None,2026-06-01 08:01:15,SAFE,Normal,SAFE
2026-06-01 08:01:15,REMAC_003,26.5,46.0,3.29,96.6,SAFE,None,2026-06-01 08:01:15,SAFE,Normal,SAFE
2026-06-01 08:01:20,REMAC_001,35.2,53.1,5.91,89.7,SAFE,None,2026-06-01 08:01:20,SAFE,Normal,SAFE
2026-06-01 08:01:20,REMAC_002,45.6,45.6,21.15,49.6,DANGER,High Temperature,2026-06-01 08:01:20,DANGER,Anomaly,DANGER
2026-06-01 08:01:20,REMAC_003,31.7,50.1,12.26,73.0,SAFE,None,2026-06-01 08:01:20,SAFE,Normal,SAFE
2026-06-01 08:01:25,REMAC_001,32.5,47.1,17.01,60.5,SAFE,None,2026-06-01 08:01:25,SAFE,Normal,SAFE
2026-06-01 08:01:25,REMAC_002,35.8,45.3,5.95,89.6,SAFE,None,2026-06-01 08:01:25,SAFE,Normal,SAFE
2026-06-01 08:01:25,REMAC_003,26.2,52.3,11.61,74.7,SAFE,None,2026-06-01 08:01:25,SAFE,Normal,SAFE
2026-06-01 08:01:30,REMAC_001,32.2,48.7,16.14,62.8,SAFE,None,2026-06-01 08:01:30,SAFE,Normal,SAFE
2026-06-01 08:01:30,REMAC_002,29.4,43.2,21.42,48.9,SAFE,None,2026-06-01 08:01:30,SAFE,Normal,SAFE
2026-06-01 08:01:30,REMAC_003,33.4,47.3,16.36,62.2,SAFE,None,2026-06-01 08:01:30,SAFE,Normal,SAFE
2026-06-01 08:01:35,REMAC_001,35.2,51.1,20.16,52.2,SAFE,None,2026-06-01 08:01:35,SAFE,Normal,SAFE
2026-06-01 08:01:35,REMAC_002,36.3,46.2,28.56,30.1,SAFE,None,2026-06-01 08:01:35,SAFE,Normal,SAFE
2026-06-01 08:01:35,REMAC_003,34.6,44.3,35.06,13.0,DANGER,Low Material Level,2026-06-01 08:01:35,DANGER,Anomaly,DANGER
2026-06-01 08:01:40,REMAC_001,28.9,41.6,38.25,4.6,DANGER,Low Material Level,2026-06-01 08:01:40,DANGER,Anomaly,DANGER
2026-06-01 08:01:40,REMAC_002,34.2,47.9,15.91,63.4,SAFE,None,2026-06-01 08:01:40,SAFE,Normal,SAFE
2026-06-01 08:01:40,REMAC_003,33.8,49.7,17.73,58.6,SAFE,None,2026-06-01 08:01:40,SAFE,Normal,SAFE
2026-06-01 08:01:45,REMAC_001,31.1,64.3,25.94,37.0,DANGER,High Humidity,2026-06-01 08:01:45,DANGER,Anomaly,DANGER
2026-06-01 08:01:45,REMAC_002,32.5,52.3,9.11,81.3,SAFE,None,2026-06-01 08:01:45,SAFE,Normal,SAFE
2026-06-01 08:01:45,REMAC_003,30.3,47.8,14.84,66.2,SAFE,None,2026-06-01 08:01:45,SAFE,Normal,SAFE
2026-06-01 08:01:50,REMAC_001,27.1,51.8,14.31,67.6,SAFE,None,2026-06-01 08:01:50,SAFE,Normal,SAFE
2026-06-01 08:01:50,REMAC_002,30.2,43.8,23.51,43.4,SAFE,None,2026-06-01 08:01:50,SAFE,Normal,SAFE
2026-06-01 08:01:50,REMAC_003,29.5,49.1,26.13,36.5,SAFE,None,2026-06-01 08:01:50,SAFE,Normal,SAFE
2026-06-01 08:01:55,REMAC_001,31.7,45.0,2.95,97.5,SAFE,None,2026-06-01 08:01:55,SAFE,Normal,SAFE
2026-06-01 08:01:55,REMAC_002,28.6,53.4,18.15,57.5,SAFE,None,2026-06-01 08:01:55,SAFE,Normal,SAFE
2026-06-01 08:01:55,REMAC_003,44.8,47.6,21.72,48.1,DANGER,High Temperature,2026-06-01 08:01:55,DANGER,Anomaly,DANGER
2026-06-01 08:02:00,REMAC_001,30.7,43.9,21.11,49.7,SAFE,None,2026-06-01 08:02:00,SAFE,Normal,SAFE
2026-06-01 08:02:00,REMAC_002,29.9,43.1,24.91,39.7,SAFE,None,2026-06-01 08:02:00,SAFE,Normal,SAFE
2026-06-01 08:02:00,REMAC_003,27.9,50.1,5.99,89.5,SAFE,None,2026-06-01 08:02:00,SAFE,Normal,SAFE
2026-06-01 08:02:05,REMAC_001,28.8,54.0,8.23,83.6,SAFE,None,2026-06-01 08:02:05,SAFE,Normal,SAFE
2026-06-01 08:02:05,REMAC_002,33.5,47.1,23.58,43.2,SAFE,None,2026-06-01 08:02:05,SAFE,Normal,SAFE
2026-06-01 08:02:05,REMAC_003,32.6,51.3,5.95,89.6,SAFE,None,2026-06-01 08:02:05,SAFE,Normal,SAFE
2026-06-01 08:02:10,REMAC_001,34.4,48.8,21.68,48.2,SAFE,None,2026-06-01 08:02:10,SAFE,Normal,SAFE
2026-06-01 08:02:10,REMAC_002,29.3,55.0,5.04,92.0,SAFE,None,2026-06-01 08:02:10,SAFE,Normal,SAFE
2026-06-01 08:02:10,REMAC_003,27.1,39.5,34.91,13.4,DANGER,Low Material Level,2026-06-01 08:02:10,DANGER,Anomaly,DANGER
2026-06-01 08:02:15,REMAC_001,28.0,50.0,5.0,92.1,SAFE,None,2026-06-01 08:02:15,SAFE,Normal,SAFE
2026-06-01 08:02:15,REMAC_002,36.3,44.2,22.6,45.8,SAFE,None,2026-06-01 08:02:15,SAFE,Normal,SAFE
2026-06-01 08:02:15,REMAC_003,33.5,40.7,11.8,74.2,SAFE,None,2026-06-01 08:02:15,SAFE,Normal,SAFE
2026-06-01 08:02:20,REMAC_001,35.7,67.0,10.85,76.7,DANGER,High Humidity,2026-06-01 08:02:20,DANGER,Anomaly,DANGER
2026-06-01 08:02:20,REMAC_002,33.7,53.5,29.74,27.0,SAFE,None,2026-06-01 08:02:20,SAFE,Normal,SAFE
2026-06-01 08:02:20,REMAC_003,29.6,47.1,23.32,43.9,SAFE,None,2026-06-01 08:02:20,SAFE,Normal,SAFE
2026-06-01 08:02:25,REMAC_001,46.4,54.2,17.43,59.4,DANGER,High Temperature,2026-06-01 08:02:25,DANGER,Anomaly,DANGER
2026-06-01 08:02:25,REMAC_002,29.2,48.5,13.17,70.6,SAFE,None,2026-06-01 08:02:25,SAFE,Normal,SAFE
2026-06-01 08:02:25,REMAC_003,27.2,40.3,18.3,57.1,SAFE,None,2026-06-01 08:02:25,SAFE,Normal,SAFE
2026-06-01 08:02:30,REMAC_001,28.6,64.2,4.55,93.3,DANGER,High Humidity,2026-06-01 08:02:30,DANGER,Anomaly,DANGER
2026-06-01 08:02:30,REMAC_002,31.7,44.5,5.34,91.2,SAFE,None,2026-06-01 08:02:30,SAFE,Normal,SAFE
2026-06-01 08:02:30,REMAC_003,26.0,41.6,12.53,72.3,SAFE,None,2026-06-01 08:02:30,SAFE,Normal,SAFE
2026-06-01 08:02:35,REMAC_001,34.5,40.9,26.28,36.1,SAFE,None,2026-06-01 08:02:35,SAFE,Normal,SAFE
2026-06-01 08:02:35,REMAC_002,33.0,48.1,16.33,62.3,SAFE,None,2026-06-01 08:02:35,SAFE,Normal,SAFE
2026-06-01 08:02:35,REMAC_003,34.6,40.0,13.78,69.0,SAFE,None,2026-06-01 08:02:35,SAFE,Normal,SAFE
2026-06-01 08:02:40,REMAC_001,35.5,48.4,22.18,46.9,SAFE,None,2026-06-01 08:02:40,SAFE,Normal,SAFE
2026-06-01 08:02:40,REMAC_002,35.3,72.1,13.21,70.5,DANGER,High Humidity,2026-06-01 08:02:40,DANGER,Anomaly,DANGER
2026-06-01 08:02:40,REMAC_003,30.1,38.5,3.6,95.8,SAFE,None,2026-06-01 08:02:40,SAFE,Normal,SAFE
2026-06-01 08:02:45,REMAC_001,27.4,40.4,38.94,2.8,DANGER,Low Material Level,2026-06-01 08:02:45,DANGER,Anomaly,DANGER
2026-06-01 08:02:45,REMAC_002,32.4,55.8,5.99,89.5,SAFE,None,2026-06-01 08:02:45,SAFE,Normal,SAFE
2026-06-01 08:02:45,REMAC_003,27.3,38.3,11.08,76.1,SAFE,None,2026-06-01 08:02:45,SAFE,Normal,SAFE
2026-06-01 08:02:50,REMAC_001,31.4,50.5,25.22,38.9,SAFE,None,2026-06-01 08:02:50,SAFE,Normal,SAFE
2026-06-01 08:02:50,REMAC_002,34.1,51.8,22.41,46.3,SAFE,None,2026-06-01 08:02:50,SAFE,Normal,SAFE
2026-06-01 08:02:50,REMAC_003,26.7,50.0,5.95,89.6,SAFE,None,2026-06-01 08:02:50,SAFE,Normal,SAFE
2026-06-01 08:02:55,REMAC_001,28.1,40.6,8.23,83.6,SAFE,None,2026-06-01 08:02:55,SAFE,Normal,SAFE
2026-06-01 08:02:55,REMAC_002,32.1,47.0,23.43,43.6,SAFE,None,2026-06-01 08:02:55,SAFE,Normal,SAFE
2026-06-01 08:02:55,REMAC_003,27.3,42.6,8.31,83.4,SAFE,None,2026-06-01 08:02:55,SAFE,Normal,SAFE
2026-06-01 08:03:00,REMAC_001,35.8,48.0,6.64,87.8,SAFE,None,2026-06-01 08:03:00,SAFE,Normal,SAFE
2026-06-01 08:03:00,REMAC_002,42.7,46.3,18.87,55.6,DANGER,High Temperature,2026-06-01 08:03:00,DANGER,Anomaly,DANGER
2026-06-01 08:03:00,REMAC_003,29.4,39.9,2.95,97.5,SAFE,None,2026-06-01 08:03:00,SAFE,Normal,SAFE
2026-06-01 08:03:05,REMAC_001,29.4,42.6,23.51,43.4,SAFE,None,2026-06-01 08:03:05,SAFE,Normal,SAFE
2026-06-01 08:03:05,REMAC_002,33.5,48.7,17.54,59.1,SAFE,None,2026-06-01 08:03:05,SAFE,Normal,SAFE
2026-06-01 08:03:05,REMAC_003,32.9,62.1,9.26,80.9,DANGER,High Humidity,2026-06-01 08:03:05,DANGER,Anomaly,DANGER
2026-06-01 08:03:10,REMAC_001,30.1,51.9,26.32,36.0,SAFE,None,2026-06-01 08:03:10,SAFE,Normal,SAFE
2026-06-01 08:03:10,REMAC_002,30.4,48.7,29.74,27.0,SAFE,None,2026-06-01 08:03:10,SAFE,Normal,SAFE
2026-06-01 08:03:10,REMAC_003,33.8,47.7,26.47,35.6,SAFE,None,2026-06-01 08:03:10,SAFE,Normal,SAFE
2026-06-01 08:03:15,REMAC_001,32.1,51.3,15.95,63.3,SAFE,None,2026-06-01 08:03:15,SAFE,Normal,SAFE
2026-06-01 08:03:15,REMAC_002,34.3,56.8,34.79,13.7,DANGER,Low Material Level,2026-06-01 08:03:15,DANGER,Anomaly,DANGER
2026-06-01 08:03:15,REMAC_003,32.6,48.4,4.2,94.2,SAFE,None,2026-06-01 08:03:15,SAFE,Normal,SAFE
2026-06-01 08:03:20,REMAC_001,32.9,50.8,25.79,37.4,SAFE,None,2026-06-01 08:03:20,SAFE,Normal,SAFE
2026-06-01 08:03:20,REMAC_002,29.4,48.8,36.54,9.1,DANGER,Low Material Level,2026-06-01 08:03:20,DANGER,Anomaly,DANGER
2026-06-01 08:03:20,REMAC_003,27.8,40.5,8.46,83.0,SAFE,None,2026-06-01 08:03:20,SAFE,Normal,SAFE
2026-06-01 08:03:25,REMAC_001,34.4,40.9,26.85,34.6,SAFE,None,2026-06-01 08:03:25,SAFE,Normal,SAFE
2026-06-01 08:03:25,REMAC_002,44.1,50.4,6.29,88.7,DANGER,High Temperature,2026-06-01 08:03:25,DANGER,Anomaly,DANGER
2026-06-01 08:03:25,REMAC_003,30.3,39.7,11.69,74.5,SAFE,None,2026-06-01 08:03:25,SAFE,Normal,SAFE
2026-06-01 08:03:30,REMAC_001,29.8,44.3,38.29,4.5,DANGER,Low Material Level,2026-06-01 08:03:30,DANGER,Anomaly,DANGER
2026-06-01 08:03:30,REMAC_002,32.1,49.4,15.03,65.7,SAFE,None,2026-06-01 08:03:30,SAFE,Normal,SAFE
2026-06-01 08:03:30,REMAC_003,33.3,46.3,18.87,55.6,SAFE,None,2026-06-01 08:03:30,SAFE,Normal,SAFE
2026-06-01 08:03:35,REMAC_001,33.8,53.6,16.1,62.9,SAFE,None,2026-06-01 08:03:35,SAFE,Normal,SAFE
2026-06-01 08:03:35,REMAC_002,35.8,43.3,22.71,45.5,SAFE,None,2026-06-01 08:03:35,SAFE,Normal,SAFE
2026-06-01 08:03:35,REMAC_003,30.5,41.9,2.0,100.0,SAFE,None,2026-06-01 08:03:35,SAFE,Normal,SAFE
2026-06-01 08:03:40,REMAC_001,35.0,47.1,7.93,84.4,SAFE,None,2026-06-01 08:03:40,SAFE,Normal,SAFE
2026-06-01 08:03:40,REMAC_002,30.5,51.0,4.32,93.9,SAFE,None,2026-06-01 08:03:40,SAFE,Normal,SAFE
2026-06-01 08:03:40,REMAC_003,27.7,38.3,35.71,11.3,DANGER,Low Material Level,2026-06-01 08:03:40,DANGER,Anomaly,DANGER
2026-06-01 08:03:45,REMAC_001,33.0,49.5,25.26,38.8,SAFE,None,2026-06-01 08:03:45,SAFE,Normal,SAFE
2026-06-01 08:03:45,REMAC_002,30.8,45.6,19.97,52.7,SAFE,None,2026-06-01 08:03:45,SAFE,Normal,SAFE
2026-06-01 08:03:45,REMAC_003,26.7,70.5,4.2,94.2,DANGER,High Humidity,2026-06-01 08:03:45,DANGER,Anomaly,DANGER
2026-06-01 08:03:50,REMAC_001,27.1,48.5,27.65,32.5,SAFE,None,2026-06-01 08:03:50,SAFE,Normal,SAFE
2026-06-01 08:03:50,REMAC_002,31.1,49.6,22.41,46.3,SAFE,None,2026-06-01 08:03:50,SAFE,Normal,SAFE
2026-06-01 08:03:50,REMAC_003,30.6,38.3,11.5,75.0,SAFE,None,2026-06-01 08:03:50,SAFE,Normal,SAFE
2026-06-01 08:03:55,REMAC_001,28.8,54.8,9.6,80.0,SAFE,None,2026-06-01 08:03:55,SAFE,Normal,SAFE
2026-06-01 08:03:55,REMAC_002,36.7,51.9,21.49,48.7,SAFE,None,2026-06-01 08:03:55,SAFE,Normal,SAFE
2026-06-01 08:03:55,REMAC_003,26.4,61.5,11.96,73.8,DANGER,High Humidity,2026-06-01 08:03:55,DANGER,Anomaly,DANGER
2026-06-01 08:04:00,REMAC_001,27.7,48.0,18.83,55.7,SAFE,None,2026-06-01 08:04:00,SAFE,Normal,SAFE
2026-06-01 08:04:00,REMAC_002,37.1,52.1,27.23,33.6,SAFE,None,2026-06-01 08:04:00,SAFE,Normal,SAFE
2026-06-01 08:04:00,REMAC_003,45.7,40.4,3.06,97.2,DANGER,High Temperature,2026-06-01 08:04:00,DANGER,Anomaly,DANGER
2026-06-01 08:04:05,REMAC_001,28.2,53.0,5.15,91.7,SAFE,None,2026-06-01 08:04:05,SAFE,Normal,SAFE
2026-06-01 08:04:05,REMAC_002,47.8,52.3,28.41,30.5,DANGER,High Temperature,2026-06-01 08:04:05,DANGER,Anomaly,DANGER
2026-06-01 08:04:05,REMAC_003,27.4,45.4,3.37,96.4,SAFE,None,2026-06-01 08:04:05,SAFE,Normal,SAFE
2026-06-01 08:04:10,REMAC_001,27.0,45.6,16.02,63.1,SAFE,None,2026-06-01 08:04:10,SAFE,Normal,SAFE
2026-06-01 08:04:10,REMAC_002,31.2,44.7,17.77,58.5,SAFE,None,2026-06-01 08:04:10,SAFE,Normal,SAFE
2026-06-01 08:04:10,REMAC_003,31.2,38.7,4.51,93.4,SAFE,None,2026-06-01 08:04:10,SAFE,Normal,SAFE
2026-06-01 08:04:15,REMAC_001,33.5,41.5,21.11,49.7,SAFE,None,2026-06-01 08:04:15,SAFE,Normal,SAFE
2026-06-01 08:04:15,REMAC_002,32.8,46.0,11.46,75.1,SAFE,None,2026-06-01 08:04:15,SAFE,Normal,SAFE
2026-06-01 08:04:15,REMAC_003,33.1,47.9,5.12,91.8,SAFE,None,2026-06-01 08:04:15,SAFE,Normal,SAFE
2026-06-01 08:04:20,REMAC_001,32.5,49.1,18.76,55.9,SAFE,None,2026-06-01 08:04:20,SAFE,Normal,SAFE
2026-06-01 08:04:20,REMAC_002,28.7,55.1,23.51,43.4,SAFE,None,2026-06-01 08:04:20,SAFE,Normal,SAFE
2026-06-01 08:04:20,REMAC_003,32.1,38.8,15.38,64.8,SAFE,None,2026-06-01 08:04:20,SAFE,Normal,SAFE
2026-06-01 08:04:25,REMAC_001,44.5,53.9,9.94,79.1,DANGER,High Temperature,2026-06-01 08:04:25,DANGER,Anomaly,DANGER
2026-06-01 08:04:25,REMAC_002,36.9,45.2,22.75,45.4,SAFE,None,2026-06-01 08:04:25,SAFE,Normal,SAFE
2026-06-01 08:04:25,REMAC_003,26.9,41.2,9.45,80.4,SAFE,None,2026-06-01 08:04:25,SAFE,Normal,SAFE
2026-06-01 08:04:30,REMAC_001,27.8,46.3,5.57,90.6,SAFE,None,2026-06-01 08:04:30,SAFE,Normal,SAFE
2026-06-01 08:04:30,REMAC_002,31.3,56.5,30.2,25.8,SAFE,None,2026-06-01 08:04:30,SAFE,Normal,SAFE
2026-06-01 08:04:30,REMAC_003,33.2,38.1,11.8,74.2,SAFE,None,2026-06-01 08:04:30,SAFE,Normal,SAFE
2026-06-01 08:04:35,REMAC_001,34.5,47.6,3.14,97.0,SAFE,None,2026-06-01 08:04:35,SAFE,Normal,SAFE
2026-06-01 08:04:35,REMAC_002,36.3,56.1,13.13,70.7,SAFE,None,2026-06-01 08:04:35,SAFE,Normal,SAFE
2026-06-01 08:04:35,REMAC_003,32.5,51.1,35.44,12.0,DANGER,Low Material Level,2026-06-01 08:04:35,DANGER,Anomaly,DANGER
2026-06-01 08:04:40,REMAC_001,35.2,51.8,39.58,1.1,DANGER,Low Material Level,2026-06-01 08:04:40,DANGER,Anomaly,DANGER
2026-06-01 08:04:40,REMAC_002,33.5,48.2,25.33,38.6,SAFE,None,2026-06-01 08:04:40,SAFE,Normal,SAFE
2026-06-01 08:04:40,REMAC_003,29.1,43.4,4.51,93.4,SAFE,None,2026-06-01 08:04:40,SAFE,Normal,SAFE
2026-06-01 08:04:45,REMAC_001,34.0,53.8,22.44,46.2,SAFE,None,2026-06-01 08:04:45,SAFE,Normal,SAFE
2026-06-01 08:04:45,REMAC_002,37.2,56.5,34.79,13.7,DANGER,Low Material Level,2026-06-01 08:04:45,DANGER,Anomaly,DANGER
2026-06-01 08:04:45,REMAC_003,31.1,39.3,38.82,3.1,DANGER,Low Material Level,2026-06-01 08:04:45,DANGER,Anomaly,DANGER
2026-06-01 08:04:50,REMAC_001,32.6,45.0,13.82,68.9,SAFE,None,2026-06-01 08:04:50,SAFE,Normal,SAFE
2026-06-01 08:04:50,REMAC_002,30.1,48.3,14.31,67.6,SAFE,None,2026-06-01 08:04:50,SAFE,Normal,SAFE
2026-06-01 08:04:50,REMAC_003,30.9,43.6,23.28,44.0,SAFE,None,2026-06-01 08:04:50,SAFE,Normal,SAFE
2026-06-01 08:04:55,REMAC_001,27.1,46.9,5.08,91.9,SAFE,None,2026-06-01 08:04:55,SAFE,Normal,SAFE
2026-06-01 08:04:55,REMAC_002,32.4,53.6,11.04,76.2,SAFE,None,2026-06-01 08:04:55,SAFE,Normal,SAFE
2026-06-01 08:04:55,REMAC_003,46.6,48.0,15.49,64.5,DANGER,High Temperature,2026-06-01 08:04:55,DANGER,Anomaly,DANGER
2026-06-01 08:05:00,REMAC_001,29.9,41.0,16.71,61.3,SAFE,None,2026-06-01 08:05:00,SAFE,Normal,SAFE
2026-06-01 08:05:00,REMAC_002,30.8,46.4,4.7,92.9,SAFE,None,2026-06-01 08:05:00,SAFE,Normal,SAFE
2026-06-01 08:05:00,REMAC_003,28.5,48.7,10.55,77.5,SAFE,None,2026-06-01 08:05:00,SAFE,Normal,SAFE
2026-06-01 08:05:05,REMAC_001,32.0,47.5,13.55,69.6,SAFE,None,2026-06-01 08:05:05,SAFE,Normal,SAFE
2026-06-01 08:05:05,REMAC_002,30.0,54.6,11.35,75.4,SAFE,None,2026-06-01 08:05:05,SAFE,Normal,SAFE
2026-06-01 08:05:05,REMAC_003,29.8,51.4,14.01,68.4,SAFE,None,2026-06-01 08:05:05,SAFE,Normal,SAFE
2026-06-01 08:05:10,REMAC_001,27.3,68.2,4.81,92.6,DANGER,High Humidity,2026-06-01 08:05:10,DANGER,Anomaly,DANGER
2026-06-01 08:05:10,REMAC_002,31.9,42.6,26.59,35.3,SAFE,None,2026-06-01 08:05:10,SAFE,Normal,SAFE
2026-06-01 08:05:10,REMAC_003,33.6,42.6,13.48,69.8,SAFE,None,2026-06-01 08:05:10,SAFE,Normal,SAFE
2026-06-01 08:05:15,REMAC_001,34.5,54.6,11.54,74.9,SAFE,None,2026-06-01 08:05:15,SAFE,Normal,SAFE
2026-06-01 08:05:15,REMAC_002,37.3,50.7,13.86,68.8,SAFE,None,2026-06-01 08:05:15,SAFE,Normal,SAFE
2026-06-01 08:05:15,REMAC_003,27.8,42.5,5.12,91.8,SAFE,None,2026-06-01 08:05:15,SAFE,Normal,SAFE
2026-06-01 08:05:20,REMAC_001,32.7,47.6,17.69,58.7,SAFE,None,2026-06-01 08:05:20,SAFE,Normal,SAFE
2026-06-01 08:05:20,REMAC_002,30.4,43.5,6.41,88.4,SAFE,None,2026-06-01 08:05:20,SAFE,Normal,SAFE
