Timestamp,Temperature,Humidity,Distance,Material_Level
2026-06-01 09:18:35,32.7,53.0,10.97,76.4
2026-06-01 09:18:40,34.7,49.1,13.67,69.3
2026-06-01 09:18:45,34.8,43.5,24.27,41.4
2026-06-01 09:18:50,33.3,51.3,28.79,29.5
2026-06-01 09:18:55,34.2,54.1,27.73,32.3
2026-06-01 09:19:00,30.5,67.6,24.72,40.2
2026-06-01 09:19:05,34.5,62.9,24.84,39.9
2026-06-01 09:19:10,31.8,54.2,13.44,69.9
2026-06-01 09:19:15,35.8,46.4,11.39,75.3
2026-06-01 09:19:20,29.7,49.5,35.4,12.1
2026-06-01 09:19:25,29.7,47.7,28.07,31.4
2026-06-01 09:19:30,36.0,52.2,18.42,56.8
2026-06-01 09:19:35,33.5,42.0,13.97,68.5
2026-06-01 09:19:40,30.9,51.5,34.64,14.1
2026-06-01 09:19:45,44.4,45.1,15.6,64.2
2026-06-01 09:19:50,27.0,43.8,9.71,79.7
2026-06-01 09:19:55,32.8,72.3,16.67,61.4
2026-06-01 09:20:00,27.8,52.5,13.48,69.8
2026-06-01 09:20:05,34.0,51.0,27.0,34.2
2026-06-01 09:20:10,32.9,41.5,11.46,75.1
2026-06-01 09:20:15,44.1,48.7,25.83,37.3
2026-06-01 09:20:20,32.5,43.1,17.92,58.1
2026-06-01 09:20:25,30.3,47.6,28.49,30.3
2026-06-01 09:20:30,31.2,48.6,14.92,66.0
2026-06-01 09:20:35,32.4,47.6,30.46,25.1
2026-06-01 09:20:40,28.9,53.3,20.81,50.5
2026-06-01 09:20:45,32.0,49.2,31.79,21.6
2026-06-01 09:20:50,29.4,45.0,35.67,11.4
2026-06-01 09:20:55,33.6,44.8,39.24,2.0
2026-06-01 09:21:00,30.3,48.7,31.22,23.1
2026-06-01 09:21:05,31.1,73.4,21.53,48.6
2026-06-01 09:21:10,33.1,48.0,15.83,63.6
2026-06-01 09:21:15,29.6,52.5,29.55,27.5
2026-06-01 09:21:20,33.2,43.7,33.5,17.1
2026-06-01 09:21:25,28.0,52.9,17.01,60.5
2026-06-01 09:21:30,34.3,52.7,15.6,64.2
2026-06-01 09:21:35,35.6,41.5,39.73,0.7
2026-06-01 09:21:40,28.7,54.7,11.12,76.0
2026-06-01 09:21:45,47.9,53.6,11.16,75.9
2026-06-01 09:21:50,31.5,50.8,9.6,80.0
2026-06-01 09:21:55,29.7,49.8,18.38,56.9
2026-06-01 09:22:00,34.4,50.9,13.59,69.5
2026-06-01 09:22:05,32.7,44.5,19.86,53.0
2026-06-01 09:22:10,34.4,44.3,17.43,59.4
2026-06-01 09:22:15,31.9,45.5,20.32,51.8
2026-06-01 09:22:20,29.7,54.3,21.3,49.2
2026-06-01 09:22:25,35.6,51.7,30.12,26.0
2026-06-01 09:22:30,35.2,54.0,13.7,69.2
2026-06-01 09:22:35,31.9,46.5,31.79,21.6
2026-06-01 09:22:40,34.7,45.3,26.97,34.3
2026-06-01 09:22:45,30.2,42.9,24.5,40.8
2026-06-01 09:22:50,31.3,47.3,22.03,47.3
2026-06-01 09:22:55,30.8,50.5,11.65,74.6
2026-06-01 09:23:00,29.9,54.6,23.32,43.9
2026-06-01 09:23:05,28.2,46.3,21.99,47.4
2026-06-01 09:23:10,30.1,45.8,30.69,24.5
2026-06-01 09:23:15,34.2,51.2,37.91,5.5
