Timestamp,Temperature,Humidity,Distance,Material_Level
2026-06-01 08:54:05,27.5,41.0,25.08,39.3
2026-06-01 08:54:10,30.2,40.9,28.07,31.4
2026-06-01 08:54:15,30.3,28.8,3.82,95.2
2026-06-01 08:54:20,30.8,37.5,16.15,62.8
2026-06-01 08:54:25,35.3,42.2,25.53,38.1
2026-06-01 08:54:30,29.6,37.5,9.91,79.2
2026-06-01 08:54:35,33.0,37.4,28.43,30.4
2026-06-01 08:54:40,30.7,32.6,33.3,17.6
2026-06-01 08:54:45,29.3,36.1,19.33,54.4
2026-06-01 08:54:50,29.6,41.2,18.48,56.6
2026-06-01 08:54:55,29.8,36.6,8.62,82.6
2026-06-01 08:55:00,30.8,28.8,22.63,45.7
2026-06-01 08:55:05,27.1,32.7,9.05,81.5
2026-06-01 08:55:10,25.6,41.0,28.17,31.1
2026-06-01 08:55:15,32.0,36.6,18.14,57.5
2026-06-01 08:55:20,32.7,35.6,32.08,20.8
2026-06-01 08:55:25,32.2,32.2,25.35,38.5
2026-06-01 08:55:30,30.5,40.9,7.41,85.8
2026-06-01 08:55:35,32.3,43.3,31.79,21.6
2026-06-01 08:55:40,32.1,41.3,9.21,81.0
2026-06-01 08:55:45,32.4,42.2,29.25,28.3
2026-06-01 08:55:50,27.4,33.2,38.69,3.4
2026-06-01 08:55:55,26.7,32.5,35.82,11.0
2026-06-01 08:56:00,28.8,34.2,11.66,74.6
2026-06-01 08:56:05,29.9,35.2,30.04,26.2
2026-06-01 08:56:10,29.3,42.2,15.14,65.4
2026-06-01 08:56:15,24.4,40.8,13.43,69.9
2026-06-01 08:56:20,35.2,37.7,26.89,34.5
2026-06-01 08:56:25,29.2,27.8,21.95,47.5
2026-06-01 08:56:30,30.5,26.6,24.66,40.4
2026-06-01 08:56:35,33.7,36.2,4.0,94.7
2026-06-01 08:56:40,23.0,39.4,27.84,32.0
2026-06-01 08:56:45,28.5,34.6,33.03,18.3
2026-06-01 08:56:50,28.8,44.6,26.11,36.6
2026-06-01 08:56:55,29.0,29.6,14.56,67.0
2026-06-01 08:57:00,29.5,29.0,13.5,69.7
2026-06-01 08:57:05,34.3,31.7,4.89,92.4
2026-06-01 08:57:10,32.0,31.5,6.49,88.2
2026-06-01 08:57:15,32.9,37.6,29.04,28.8
2026-06-01 08:57:20,30.1,32.9,22.7,45.5
2026-06-01 08:57:25,25.8,27.3,11.6,74.7
2026-06-01 08:57:30,23.8,39.5,5.17,91.7
2026-06-01 08:57:35,25.4,26.2,27.19,33.7
