Timestamp,Temperature,Humidity,Distance,Material_Level
2026-06-01 08:32:30,28.8,48.9,34.34,14.9
2026-06-01 08:32:35,33.0,47.7,39.09,2.4
2026-06-01 09:22:05,32.7,44.5,19.86,53.0
2026-06-01 09:22:10,34.4,44.3,17.43,59.4
2026-06-01 09:22:15,31.9,45.5,20.32,51.8
2026-06-01 09:22:20,29.7,54.3,21.3,49.2
2026-06-01 09:22:25,35.6,51.7,30.12,26.0
2026-06-01 09:22:30,35.2,54.0,13.7,69.2
2026-06-01 09:22:35,31.9,46.5,31.79,21.6
2026-06-01 09:22:40,34.7,45.3,26.97,34.3
2026-06-01 09:22:45,30.2,42.9,24.5,40.8
2026-06-01 09:22:50,31.3,47.3,22.03,47.3
2026-06-01 09:22:55,30.8,50.5,11.65,74.6
2026-06-01 09:23:00,29.9,54.6,23.32,43.9
2026-06-01 09:23:05,28.2,46.3,21.99,47.4
2026-06-01 09:23:10,30.1,45.8,30.69,24.5
2026-06-01 09:23:15,34.2,51.2,37.91,5.5
